MonthDate,SpeciesID,SeasonID,LocationID,ClusterID,AvgTempC,ObservationCount
1980-01-01,1,1,42_-88_Illinois,3,-3.1111112,2
1980-12-01,1,1,42_-88_Illinois,3,-0.7222222,2
1980-12-01,3,1,42_-83_Michigan,3,-6.5555553,1
1980-02-01,3,1,42_-83_Ohio,3,-4.888889,1
1980-12-01,3,1,42_-83_Ontario,3,-10.344902,2
1980-12-01,3,1,42_-82_Ontario,3,-10.344902,5
1980-01-01,3,1,42_-80_Pennsylvania,3,-3.5,9
1980-02-01,3,1,42_-80_Pennsylvania,3,-5.0,6
1980-12-01,3,1,42_-80_Pennsylvania,3,-3.3888888,9
1980-02-01,1,1,42_-71_Massachusetts,3,-5.111111,2
1980-01-01,1,1,42_-71_Rhode Island,3,-1.8888888,1
1980-02-01,1,1,42_-71_Rhode Island,3,-3.5555556,3
1980-12-01,1,1,42_-71_Rhode Island,3,-2.6666667,2
1980-12-01,3,1,43_-113_Idaho,4,-1.6111112,1
1980-02-01,1,1,43_-82_Ontario,3,-10.87221,2
1980-01-01,3,1,43_-80_Ontario,3,-9.080206,3
1980-02-01,3,1,43_-80_Ontario,3,-10.87221,1
1980-12-01,3,1,43_-80_Ontario,3,-10.344902,2
1980-01-01,1,1,43_-80_Ontario,3,-9.080206,9
1980-02-01,1,1,43_-80_Ontario,3,-10.87221,1
1980-12-01,1,1,43_-80_Ontario,3,-10.344902,1
1980-12-01,3,1,43_-79_New York,3,-7.2222223,1
1980-12-01,3,1,43_-79_Ontario,3,-10.344902,1
1980-01-01,1,1,43_-71_Massachusetts,3,-3.2777777,2
1980-02-01,1,1,43_-71_Massachusetts,3,-5.111111,3
1980-12-01,1,1,43_-71_Massachusetts,3,-4.611111,6
1980-12-01,3,1,44_-121_Oregon,4,2.0555556,1
1980-12-01,1,1,44_-89_Wisconsin,3,-8.0,1
1980-02-01,1,1,44_-83_Michigan,3,-8.222222,3
1980-02-01,1,1,44_-80_Ontario,3,-10.87221,1
1980-12-01,3,1,44_-79_Ontario,3,-10.344902,1
1980-01-01,1,1,44_-79_Ontario,3,-9.080206,3
1980-02-01,1,1,44_-79_Ontario,3,-10.87221,3
1980-12-01,1,1,44_-79_Ontario,3,-10.344902,4
1980-02-01,2,1,45_-123_Oregon,4,3.2222223,1
1980-12-01,2,1,45_-123_Oregon,4,2.0555556,1
1980-02-01,3,1,45_-123_Oregon,4,3.2222223,2
1980-12-01,3,1,45_-121_Oregon,4,2.0555556,1
1980-01-01,1,1,45_-86_Michigan,3,-6.888889,1
1980-12-01,1,1,45_-86_Michigan,3,-6.5555553,1
1980-02-01,1,1,45_-80_Ontario,3,-10.87221,2
1980-01-01,3,1,46_-123_Oregon,4,-1.1111112,2
1980-02-01,3,1,46_-123_Oregon,4,3.2222223,2
1980-02-01,2,1,48_-123_Washington,4,1.0555556,2
1980-02-01,2,1,48_-122_Washington,4,1.0555556,1
1980-01-01,3,1,48_-122_Washington,4,-4.5555553,1
1980-01-01,2,1,49_-123_British Columbia,4,-6.2503986,4
1980-02-01,2,1,49_-123_British Columbia,4,0.019744564,2
1980-12-01,2,1,49_-123_British Columbia,4,-2.266537,1
1980-12-01,2,1,49_-123_Washington,4,1.4444444,1
1980-01-01,3,1,49_-123_British Columbia,4,-6.2503986,3
1980-12-01,3,1,49_-123_Washington,4,1.4444444,1
1980-01-01,1,1,49_-123_British Columbia,4,-6.2503986,1
1980-02-01,1,1,49_-123_British Columbia,4,0.019744564,1
1980-01-01,2,1,49_-122_British Columbia,4,-6.2503986,1
1980-01-01,2,1,50_-123_British Columbia,4,-6.2503986,2
1980-12-01,2,1,50_-123_British Columbia,4,-2.266537,1
1980-12-01,3,1,54_-115_Alberta,4,-13.837035,1
1980-07-01,1,2,34_-84_Georgia,2,27.944445,1
1980-08-01,1,2,37_-93_Missouri,2,27.166666,1
1980-08-01,1,2,38_-75_Maryland,3,24.61111,2
1980-06-01,1,2,38_-75_Virginia,3,20.666666,2
1980-07-01,1,2,38_-75_Virginia,3,24.555555,11
1980-08-01,3,2,39_-122_California,4,22.777779,2
1980-07-01,1,2,39_-76_Maryland,3,24.666666,1
1980-08-01,3,2,39_-75_Delaware,3,25.0,1
1980-08-01,1,2,39_-75_Delaware,3,25.0,1
1980-08-01,1,2,39_-75_New Jersey,3,24.222221,1
1980-08-01,1,2,39_-74_New Jersey,3,24.222221,2
1980-06-01,2,2,40_-116_Nevada,4,16.5,1
1980-06-01,1,2,40_-75_New Jersey,3,19.444445,1
1980-08-01,1,2,40_-75_Pennsylvania,3,22.11111,3
1980-07-01,1,2,41_-77_Pennsylvania,3,21.666666,1
1980-07-01,1,2,41_-74_Connecticut,3,22.222221,1
1980-06-01,1,2,41_-74_New York,3,15.722222,4
1980-07-01,1,2,41_-74_New York,3,20.333334,6
1980-08-01,1,2,41_-74_New York,3,20.666666,6
1980-07-01,1,2,41_-73_New York,3,20.333334,1
1980-06-01,1,2,41_-72_Connecticut,3,17.444445,1
1980-08-01,1,2,41_-72_Connecticut,3,22.0,1
1980-06-01,1,2,41_-72_New York,3,15.722222,1
1980-07-01,1,2,41_-72_New York,3,20.333334,1
1980-08-01,1,2,41_-72_New York,3,20.666666,1
1980-06-01,1,2,41_-72_Rhode Island,3,17.333334,2
1980-07-01,1,2,41_-72_Rhode Island,3,22.333334,2
1980-08-01,1,2,41_-72_Rhode Island,3,22.0,1
1980-06-01,1,2,41_-70_Massachusetts,3,16.777779,1
1980-07-01,1,2,41_-70_Massachusetts,3,21.777779,1
1980-06-01,3,2,42_-122_California,4,18.61111,1
1980-07-01,1,2,42_-88_Illinois,3,26.0,1
1980-08-01,1,2,42_-88_Illinois,3,25.11111,2
1980-08-01,1,2,42_-80_Pennsylvania,3,22.11111,2
1980-06-01,1,2,42_-71_Rhode Island,3,17.333334,3
1980-07-01,1,2,42_-71_Rhode Island,3,22.333334,1
1980-08-01,1,2,42_-71_Rhode Island,3,22.0,3
1980-07-01,1,2,42_-70_Massachusetts,3,21.777779,1
1980-06-01,2,2,43_-119_Oregon,4,12.277778,2
1980-07-01,2,2,43_-111_Idaho,4,18.0,1
1980-07-01,1,2,43_-88_Wisconsin,3,21.277779,1
1980-06-01,1,2,43_-81_Ontario,3,14.309471,1
1980-08-01,1,2,43_-80_Ontario,3,19.641945,1
1980-06-01,3,2,43_-77_New York,3,15.722222,1
1980-06-01,2,2,44_-111_Wyoming,4,15.166667,1
1980-07-01,2,2,44_-111_Wyoming,4,19.333334,6
1980-08-01,2,2,44_-111_Wyoming,4,16.333334,2
1980-07-01,2,2,44_-110_Wyoming,4,19.333334,1
1980-07-01,3,2,44_-89_Wisconsin,3,21.277779,1
1980-06-01,1,2,44_-80_Ontario,3,14.309471,1
1980-08-01,1,2,44_-80_Ontario,3,19.641945,1
1980-06-01,1,2,44_-79_Ontario,3,14.309471,4
1980-07-01,1,2,44_-79_Ontario,3,19.314909,3
1980-08-01,1,2,44_-79_Ontario,3,19.641945,4
1980-08-01,2,2,45_-111_Wyoming,4,16.333334,1
1980-07-01,2,2,45_-110_Wyoming,4,19.333334,1
1980-08-01,2,2,45_-110_Wyoming,4,16.333334,2
1980-06-01,2,2,45_-109_Wyoming,4,15.166667,1
1980-07-01,1,2,45_-86_Michigan,3,20.277779,1
1980-06-01,1,2,45_-85_Michigan,3,15.722222,1
1980-06-01,1,2,46_-84_Michigan,3,15.722222,1
1980-07-01,1,2,47_-91_Wisconsin,3,21.277779,1
1980-07-01,3,2,48_-98_North Dakota,3,21.38889,1
1980-07-01,2,2,50_-110_Saskatchewan,4,18.210396,1
1980-06-01,3,2,58_-94_Manitoba,5,15.145476,2
1980-06-01,3,2,59_-94_Manitoba,5,15.145476,10
1980-06-01,3,2,59_-93_Manitoba,5,15.145476,1
1980-07-01,3,2,63_-154_Alaska,1,11.555555,1
1980-06-01,2,2,63_-150_Alaska,1,9.055555,1
1980-06-01,2,2,64_-149_Alaska,1,9.055555,1
1980-08-01,2,2,64_-133_Yukon,1,10.505696,1
1980-06-01,3,2,66_-135_Yukon,1,12.897204,2
1980-06-01,3,2,66_-134_Yukon,1,12.897204,1
1980-07-01,3,2,67_-108_Nunavut,5,6.264977,2
1980-07-01,3,2,68_-140_Yukon,1,13.28125,1
1980-06-01,3,2,68_-136_Yukon,1,12.897204,1
1980-06-01,3,2,69_-139_Yukon,1,12.897204,1
1980-06-01,3,2,69_-138_Yukon,1,12.897204,1
1980-07-01,3,2,69_-113_Nunavut,5,6.264977,1
1980-07-01,3,2,69_-105_Nunavut,5,6.264977,1
1980-06-01,3,2,70_-162_Alaska,1,9.055555,7
1980-07-01,3,2,70_-162_Alaska,1,11.555555,2
1980-08-01,3,2,70_-162_Alaska,1,8.888889,1
1980-06-01,3,2,70_-149_Alaska,1,9.055555,1
1980-06-01,3,2,70_-141_Yukon,1,12.897204,2
1980-07-01,3,2,70_-112_Northwest Territories,5,12.830642,2
1980-06-01,3,2,70_-111_Northwest Territories,5,11.214346,1
1980-07-01,3,2,70_-111_Northwest Territories,5,12.830642,2
1980-06-01,3,2,71_-128_Northwest Territories,1,11.214346,3
1980-07-01,3,2,71_-128_Northwest Territories,1,12.830642,4
1980-07-01,3,2,73_-114_Northwest Territories,1,12.830642,1
1981-12-01,3,1,32_-111_Arizona,2,7.3333335,1
1981-12-01,3,1,32_-109_New Mexico,2,3.6111112,1
1981-02-01,3,1,33_-82_Georgia,2,9.111111,1
1981-01-01,3,1,33_-80_South Carolina,2,3.7777777,1
1981-02-01,3,1,34_-79_South Carolina,3,8.0,1
1981-12-01,3,1,35_-109_New Mexico,2,3.6111112,1
1981-02-01,3,1,35_-77_North Carolina,3,5.611111,1
1981-01-01,3,1,35_-76_North Carolina,3,0.9444444,1
1981-01-01,3,1,36_-77_North Carolina,3,0.9444444,1
1981-02-01,3,1,37_-122_California,2,8.722222,1
1981-01-01,3,1,37_-115_Nevada,2,2.1111112,1
1981-02-01,3,1,37_-77_Virginia,3,3.4444444,1
1981-01-01,3,1,37_-76_Virginia,3,-1.5555556,1
1981-02-01,3,1,37_-76_Virginia,3,3.4444444,3
1981-12-01,3,1,37_-76_Virginia,3,0.7777778,3
1981-01-01,3,1,38_-123_California,4,8.166667,1
1981-01-01,3,1,38_-122_California,4,8.166667,1
1981-01-01,3,1,38_-121_California,4,8.166667,1
1981-02-01,3,1,38_-113_Utah,2,1.1111112,1
1981-12-01,1,1,38_-86_Kentucky,3,0.6666667,1
1981-12-01,3,1,38_-82_West Virginia,3,-1.2222222,1
1981-01-01,3,1,38_-76_Maryland,3,-3.0,6
1981-02-01,3,1,38_-76_Maryland,3,3.0,2
1981-12-01,3,1,38_-76_Maryland,3,0.8333333,1
1981-01-01,3,1,38_-75_Virginia,3,-1.5555556,1
1981-01-01,1,1,38_-75_Virginia,3,-1.5555556,1
1981-01-01,3,1,39_-123_California,4,8.166667,1
1981-02-01,3,1,39_-122_California,4,8.722222,4
1981-12-01,3,1,39_-122_California,4,8.166667,8
1981-02-01,3,1,39_-107_Colorado,4,-0.8333333,1
1981-02-01,3,1,39_-105_Colorado,4,-0.8333333,2
1981-12-01,3,1,39_-88_Illinois,3,-2.6111112,1
1981-12-01,1,1,39_-88_Illinois,3,-2.6111112,1
1981-02-01,3,1,39_-77_Maryland,3,3.0,2
1981-01-01,3,1,39_-76_Maryland,3,-3.0,2
1981-12-01,3,1,39_-76_Maryland,3,0.8333333,7
1981-12-01,1,1,39_-76_Maryland,3,0.8333333,2
1981-12-01,3,1,39_-75_Delaware,3,1.4444444,1
1981-02-01,3,1,39_-74_New Jersey,3,2.2777777,1
1981-02-01,1,1,39_-74_New Jersey,3,2.2777777,2
1981-01-01,3,1,40_-122_California,4,8.166667,3
1981-12-01,3,1,40_-122_California,4,8.166667,1
1981-12-01,3,1,40_-121_California,4,8.166667,1
1981-02-01,3,1,40_-120_California,4,8.722222,1
1981-01-01,2,1,40_-113_Utah,4,-0.11111111,1
1981-12-01,2,1,40_-113_Utah,4,0.055555556,2
1981-01-01,3,1,40_-113_Utah,4,-0.11111111,2
1981-02-01,3,1,40_-113_Utah,4,1.1111112,1
1981-12-01,3,1,40_-113_Utah,4,0.055555556,3
1981-12-01,3,1,40_-105_Colorado,4,-1.9444444,1
1981-12-01,3,1,40_-95_Missouri,3,-0.6666667,2
1981-12-01,3,1,40_-84_Ohio,3,-1.7777778,1
1981-01-01,3,1,40_-76_Maryland,3,-3.0,1
1981-01-01,3,1,40_-76_Pennsylvania,3,-7.111111,1
1981-12-01,3,1,40_-75_Pennsylvania,3,-2.2777777,1
1981-01-01,1,1,40_-74_New Jersey,3,-5.0,3
1981-02-01,1,1,40_-74_New Jersey,3,2.2777777,4
1981-01-01,3,1,41_-124_California,4,8.166667,2
1981-01-01,3,1,41_-112_Utah,4,-0.11111111,1
1981-12-01,3,1,41_-84_Ohio,3,-1.7777778,1
1981-12-01,1,1,41_-76_Pennsylvania,3,-2.2777777,1
1981-02-01,1,1,41_-75_New Jersey,3,2.2777777,1
1981-01-01,1,1,41_-74_New York,3,-11.166667,2
1981-02-01,1,1,41_-74_New York,3,-1.4444444,5
1981-12-01,1,1,41_-74_New York,3,-3.6666667,3
1981-01-01,1,1,41_-73_Connecticut,3,-7.9444447,1
1981-02-01,1,1,41_-73_Connecticut,3,0.8333333,1
1981-12-01,1,1,41_-73_Connecticut,3,-1.5555556,1
1981-01-01,1,1,41_-72_Connecticut,3,-7.9444447,3
1981-12-01,1,1,41_-72_Connecticut,3,-1.5555556,1
1981-01-01,1,1,41_-72_New York,3,-11.166667,1
1981-02-01,1,1,41_-72_New York,3,-1.4444444,1
1981-02-01,1,1,41_-72_Rhode Island,3,1.4444444,3
1981-12-01,1,1,41_-72_Rhode Island,3,-0.7222222,1
1981-01-01,1,1,41_-71_Rhode Island,3,-7.2222223,2
1981-02-01,1,1,41_-71_Rhode Island,3,1.4444444,2
1981-02-01,3,1,42_-124_California,4,8.722222,2
1981-12-01,3,1,42_-124_California,4,8.166667,9
1981-01-01,3,1,42_-122_California,4,8.166667,1
1981-02-01,3,1,42_-122_California,4,8.722222,4
1981-12-01,3,1,42_-122_California,4,8.166667,1
1981-01-01,3,1,42_-122_Oregon,4,2.0555556,1
1981-01-01,3,1,42_-120_Oregon,4,2.0555556,1
1981-12-01,3,1,42_-110_Wyoming,4,-4.2777777,1
1981-02-01,1,1,42_-88_Illinois,3,-0.3888889,3
1981-01-01,1,1,42_-86_Michigan,3,-9.0,1
1981-02-01,3,1,42_-85_Michigan,3,-4.5555553,1
1981-01-01,3,1,42_-83_Michigan,3,-9.0,1
1981-12-01,3,1,42_-83_Michigan,3,-4.0555553,1
1981-01-01,3,1,42_-83_Ohio,3,-6.111111,1
1981-02-01,3,1,42_-83_Ohio,3,-0.6666667,1
1981-12-01,3,1,42_-83_Ohio,3,-1.7777778,2
1981-02-01,3,1,42_-83_Ontario,3,-5.1424265,1
1981-12-01,3,1,42_-83_Ontario,3,-5.620683,1
1981-12-01,1,1,42_-83_Michigan,3,-4.0555553,1
1981-12-01,3,1,42_-82_Ontario,3,-5.620683,5
1981-12-01,1,1,42_-82_Ontario,3,-5.620683,1
1981-01-01,3,1,42_-80_Pennsylvania,3,-7.111111,2
1981-02-01,3,1,42_-80_Pennsylvania,3,-0.7222222,1
1981-12-01,3,1,42_-80_Pennsylvania,3,-2.2777777,8
1981-01-01,1,1,42_-74_New York,3,-11.166667,1
1981-01-01,1,1,42_-71_Massachusetts,3,-8.888889,1
1981-12-01,1,1,42_-71_Massachusetts,3,-2.1111112,1
1981-01-01,1,1,42_-71_Rhode Island,3,-7.2222223,3
1981-02-01,1,1,42_-71_Rhode Island,3,1.4444444,3
1981-01-01,3,1,43_-113_Idaho,4,-1.5555556,3
1981-01-01,3,1,43_-85_Michigan,3,-9.0,1
1981-02-01,3,1,43_-80_Ontario,3,-5.1424265,1
1981-12-01,3,1,43_-80_Ontario,3,-5.620683,1
1981-01-01,1,1,43_-80_Ontario,3,-12.353751,9
1981-02-01,1,1,43_-80_Ontario,3,-5.1424265,5
1981-12-01,1,1,43_-80_Ontario,3,-5.620683,3
1981-01-01,3,1,43_-79_New York,3,-11.166667,1
1981-02-01,3,1,43_-78_New York,3,-1.4444444,1
1981-02-01,1,1,43_-77_New York,3,-1.4444444,1
1981-01-01,1,1,43_-71_Massachusetts,3,-8.888889,1
1981-02-01,1,1,43_-71_Massachusetts,3,0.16666667,1
1981-12-01,1,1,43_-71_Massachusetts,3,-2.1111112,2
1981-01-01,3,1,44_-123_Oregon,4,2.0555556,1
1981-02-01,3,1,44_-123_Oregon,4,2.1666667,1
1981-12-01,3,1,44_-123_Oregon,4,1.9444444,3
1981-12-01,3,1,44_-121_Oregon,4,1.9444444,1
1981-12-01,1,1,44_-121_Oregon,4,1.9444444,1
1981-12-01,3,1,44_-86_Michigan,3,-4.0555553,1
1981-12-01,1,1,44_-86_Michigan,3,-4.0555553,1
1981-12-01,3,1,44_-84_Michigan,3,-4.0555553,1
1981-01-01,1,1,44_-80_Ontario,3,-12.353751,1
1981-02-01,3,1,44_-79_Ontario,3,-5.1424265,2
1981-12-01,3,1,44_-79_Ontario,3,-5.620683,1
1981-01-01,1,1,44_-79_Ontario,3,-12.353751,5
1981-02-01,1,1,44_-79_Ontario,3,-5.1424265,4
1981-12-01,1,1,44_-79_Ontario,3,-5.620683,5
1981-02-01,1,1,44_-78_Ontario,3,-5.1424265,2
1981-12-01,2,1,45_-117_Oregon,4,1.9444444,1
1981-01-01,2,1,45_-94_Minnesota,3,-10.666667,1
1981-12-01,2,1,46_-123_Oregon,4,1.9444444,1
1981-01-01,3,1,46_-123_Oregon,4,2.0555556,1
1981-12-01,3,1,46_-123_Oregon,4,1.9444444,2
1981-12-01,3,1,47_-123_Washington,4,-0.2777778,2
1981-12-01,3,1,47_-95_Minnesota,3,-10.777778,1
1981-12-01,1,1,47_-91_Wisconsin,3,-7.4444447,1
1981-12-01,1,1,47_-88_Michigan,3,-4.0555553,1
1981-01-01,2,1,48_-123_British Columbia,4,1.1674992,1
1981-01-01,2,1,48_-122_Washington,4,2.3333333,1
1981-01-01,3,1,48_-122_Washington,4,2.3333333,2
1981-12-01,3,1,48_-114_Montana,4,-5.6666665,1
1981-01-01,2,1,49_-124_British Columbia,4,1.1674992,1
1981-02-01,2,1,49_-124_British Columbia,4,0.46249115,1
1981-02-01,1,1,49_-124_British Columbia,4,0.46249115,1
1981-01-01,2,1,49_-123_British Columbia,4,1.1674992,1
1981-02-01,2,1,49_-123_British Columbia,4,0.46249115,3
1981-12-01,2,1,49_-123_British Columbia,4,-2.6561382,3
1981-01-01,3,1,49_-123_British Columbia,4,1.1674992,1
1981-12-01,3,1,49_-123_British Columbia,4,-2.6561382,1
1981-12-01,3,1,49_-123_Washington,4,-0.2777778,1
1981-01-01,1,1,49_-123_British Columbia,4,1.1674992,1
1981-01-01,2,1,49_-122_British Columbia,4,1.1674992,3
1981-01-01,3,1,49_-122_British Columbia,4,1.1674992,3
1981-02-01,3,1,49_-121_British Columbia,4,0.46249115,1
1981-12-01,2,1,50_-123_British Columbia,4,-2.6561382,2
1981-12-01,3,1,52_-107_Saskatchewan,5,-13.29707,1
1981-12-01,2,1,57_-133_Alaska,1,-15.277778,1
1981-06-01,3,2,38_-76_Maryland,3,22.5,1
1981-06-01,1,2,38_-75_Virginia,3,23.11111,1
1981-07-01,1,2,38_-75_Virginia,3,23.777779,2
1981-08-01,1,2,38_-75_Virginia,3,21.722221,3
1981-07-01,1,2,39_-76_Maryland,3,23.833334,1
1981-07-01,1,2,39_-74_New Jersey,3,23.833334,3
1981-08-01,1,2,39_-74_New Jersey,3,21.666666,4
1981-06-01,3,2,40_-121_California,4,22.88889,1
1981-06-01,1,2,40_-75_Pennsylvania,3,19.222221,1
1981-08-01,1,2,40_-75_Pennsylvania,3,19.722221,1
1981-08-01,1,2,41_-74_New Jersey,3,21.666666,1
1981-06-01,1,2,41_-74_New York,3,17.777779,4
1981-07-01,1,2,41_-74_New York,3,20.277779,3
1981-08-01,1,2,41_-74_New York,3,18.722221,5
1981-07-01,1,2,41_-73_Connecticut,3,22.333334,2
1981-08-01,1,2,41_-73_Connecticut,3,20.444445,2
1981-08-01,1,2,41_-73_New York,3,18.722221,1
1981-06-01,1,2,41_-72_Connecticut,3,19.277779,1
1981-07-01,1,2,41_-72_Connecticut,3,22.333334,1
1981-08-01,1,2,41_-72_Connecticut,3,20.444445,1
1981-06-01,1,2,41_-72_Rhode Island,3,19.38889,1
1981-08-01,1,2,41_-72_Rhode Island,3,20.277779,2
1981-06-01,1,2,41_-71_Rhode Island,3,19.38889,1
1981-08-01,1,2,41_-71_Rhode Island,3,20.277779,1
1981-06-01,3,2,42_-120_Oregon,4,13.722222,1
1981-07-01,1,2,42_-88_Illinois,3,23.777779,1
1981-08-01,1,2,42_-88_Illinois,3,22.222221,1
1981-07-01,1,2,42_-74_New York,3,20.277779,1
1981-06-01,1,2,42_-71_Rhode Island,3,19.38889,2
1981-07-01,1,2,42_-71_Rhode Island,3,22.38889,3
1981-08-01,1,2,42_-71_Rhode Island,3,20.277779,4
1981-08-01,1,2,42_-70_Massachusetts,3,19.722221,1
1981-06-01,2,2,43_-119_Oregon,4,13.722222,4
1981-08-01,2,2,43_-119_Oregon,4,19.444445,1
1981-07-01,2,2,43_-111_Wyoming,4,18.833334,1
1981-06-01,1,2,43_-83_Michigan,3,17.61111,1
1981-08-01,1,2,43_-80_Ontario,3,18.601637,2
1981-07-01,1,2,43_-79_Ontario,3,19.825928,1
1981-08-01,1,2,43_-71_Maine,3,17.333334,1
1981-06-01,1,2,43_-71_Massachusetts,3,18.833334,6
1981-08-01,1,2,43_-71_Massachusetts,3,19.722221,1
1981-07-01,2,2,44_-122_Oregon,4,17.333334,1
1981-06-01,2,2,44_-111_Wyoming,4,14.833333,1
1981-07-01,2,2,44_-111_Wyoming,4,18.833334,3
1981-08-01,2,2,44_-110_Wyoming,4,17.777779,1
1981-06-01,1,2,44_-84_Michigan,3,17.61111,1
1981-06-01,1,2,44_-80_Ontario,3,16.305254,1
1981-07-01,1,2,44_-80_Ontario,3,19.825928,1
1981-08-01,1,2,44_-80_Ontario,3,18.601637,2
